"champion","matchduration","kills","deaths","assists","goldearned","killingsprees","physicaldamagedealttochampions","magicdamagedealttochampions","physicaldamagetaken","magicdamagetaken","truedamagedealttochampions","truedamagetaken","wardsplaced","wardskilled","minionskilled","neutralminionskilled"
"Swain",2003.85960216239,7.46717052432688,6.19681939851992,8.42287303836666,11143.545058521,1.69962735527214,2007.21356216869,22118.6514459665,16601.4865900383,12842.333543274,710.182071064924,1224.47525324096,7.36592662572823,0.621581903112371,136.533249357057,6.19755419094106
"Syndra",2045.7429141148,7.96695627403504,6.6632958268053,7.4972226178607,12127.1566728386,1.85806865118929,1186.37330864549,22418.9239424583,8859.5216493377,8584.27973223188,661.793904002279,691.760361771827,9.11088164079191,0.815624554906708,178.463822817262,7.63886910696482
"Tahm Kench",2028.23825398609,4.48046596995917,5.65159630919829,10.2456455781548,10331.2807181831,1.01162427738448,2779.78312169907,12126.0246469641,20909.7644054888,11226.4221572961,479.911201008852,1226.2377295826,13.1417138005519,1.8110399420659,73.9557128766029,22.6115044137294
"Talon",2019.55745828172,9.58664286234788,7.44582088464621,7.82711506230416,12602.9416672739,2.2008307221453,23520.1944181301,57.5012023609998,14571.0959338337,9850.6133862858,822.579210085258,954.958646068644,8.10110762952707,0.880711214748962,167.561611892443,10.346097792028
"Taric",2027.23435756268,1.99568484487761,5.81764749646604,14.4186444460978,9089.69451677703,0.36076184807678,2141.39453909679,6067.54177516554,15500.3815192322,11167.7939141433,137.407484562161,1123.27840190462,18.3679785730228,1.74875381296035,49.9265679636932,1.77739751506584
"Teemo",2135.78288648032,6.52508081384294,7.20095075109336,7.11321544019776,11900.0569309755,1.5124928693668,3509.89769918235,23415.4066932877,11925.5247385434,8597.81783609051,591.441871078152,727.792355961209,7.16482220954554,0.971021106674273,158.686404259365,8.2156303479749
"Thresh",2005.77634118491,2.01344974282798,6.28658764563818,15.0566435262376,8999.04371419044,0.355109588625822,1452.24869392993,6864.01068097533,12648.5067753964,9549.08387647659,215.39090651873,745.813300188963,22.7456674851709,2.96945766514081,28.0551934600499,0.451420256464668
"Tristana",2005.02065750134,7.6709006257305,5.74777055256717,7.03261676751109,12454.9042160933,1.78941488709084,17358.0575168379,2870.17251176877,12213.8180409276,7269.35058343396,331.671197670139,636.862048702368,6.17916943800489,1.00935689885638,186.894491117726,10.8609638445295
"Trundle",2022.57832054905,5.315654016956,5.82019580137263,9.07751312071054,11433.1191461445,1.24702260799354,11613.9363645539,3669.37434396447,24843.9890492531,11053.966340331,710.080036334275,1421.78219620509,8.27094267258781,1.15497577714978,109.10123132822,31.9624041178845
"Tryndamere",2015.99597765936,6.71203115392498,6.48795859807338,5.59676675548268,12867.4306210289,1.58551957368313,17020.0795757327,1403.20829063333,24740.4169655667,10659.962364214,741.432619389219,1063.64152490264,7.6923806107809,0.70288481246157,180.286021725763,27.7119542939127
"Twisted Fate",1982.50259762024,6.81848313874458,6.72442880286018,9.18190790086215,12555.2883823995,1.59218293205221,1755.1801016703,20716.3800346349,9698.02858313316,8775.72042530212,336.206543396086,694.952255926112,8.13598867847234,0.809303018453345,167.159190361805,9.51131221719457
"Twitch",2044.99152259847,8.71653093299043,6.83707196266133,7.65728437395818,12368.3921512597,2.0228604086298,19544.9035576511,473.683907224842,13581.293089489,7709.7006715245,3187.11587369624,656.831642615612,5.68752678954136,1.20012382721341,162.585940848693,10.5162166023718
"Udyr",2015.57571883317,5.96615874341178,5.68950581850441,7.50080885038877,12413.9636800083,1.3976934717946,8489.47612586756,4396.04613056411,20500.5865208997,8622.81336429578,1172.05361895319,1030.84089130094,7.48635391118301,1.55656734331785,67.1454887021865,75.7108751239368
"Urgot",2052.72108393919,6.47257105089227,6.73132848645076,7.6226040978189,11288.636483807,1.49041639127561,19566.0254461335,102.648711169861,12391.712161269,7927.68506278916,330.265036351619,966.025115664243,7.35690680766689,0.596827495042961,152.155651024455,5.82253800396563
"Varus",2070.14692342833,7.68956671469234,6.535123168289,8.89608883578733,12657.1734195453,1.80380925607056,21432.6185121411,3498.8779210739,10955.3570299048,7565.81512457392,221.713813824367,616.933408300242,7.04227430860597,0.774607302245493,184.247812489019,8.93702779632428
"Vayne",2008.09653094985,8.14284091750821,6.43189550875287,6.8323893237204,12434.6885805289,1.9103923359917,17340.6327399323,619.880506654157,14078.3822226612,8004.72805115923,4260.13608552875,604.185797881534,5.93532999185205,1.16954643095232,180.871529098047,11.401688847189
"Veigar",2048.72314830727,8.23986557445915,6.35249470126597,7.87791907735197,12488.3352809761,1.89586794218174,846.716894846384,22904.2831242482,8785.21689484638,8483.74823852896,260.686248114414,687.993880200875,8.67289148574593,0.707548070497031,183.991808443604,9.42289625938019
"Vel'Koz",2089.52421402521,6.26577720326855,6.20502285213056,10.2061308342182,11541.1929735469,1.46165920317622,860.782096856101,21903.1574719542,8823.87950694797,7893.00641706292,3713.86145607313,569.158626102211,14.3212686394903,1.33955034393611,129.199806103135,4.55242140252066
"Vi",2026.72491474338,6.59073992839859,6.21034682817077,8.89961652209597,11851.5565382275,1.54997240657148,14038.2507747386,661.986231586693,18304.7820119147,8192.51135575712,1092.25629342427,960.98856641526,7.84305706887037,1.8153079851137,47.6376487568807,68.6201163169141
"Viktor",2028.47485693413,7.02530135151589,6.24020455375624,7.80908316084257,12115.3758918787,1.62513089005236,678.168854255449,23770.9788627785,8249.10288566906,8562.18429319372,436.41397784001,668.83012297577,9.28766589553148,0.874881285766468,188.713624741264,9.1167173992451
"Vladimir",1999.6320783928,6.08850153907801,6.62176930222392,7.33779574886618,11795.4100140247,1.42587836730233,886.220188332149,23390.0040617088,17607.0305083511,11616.4954374078,285.888548895325,1153.81607562428,8.18257654408684,0.580933646613118,188.171812104985,6.97430012931898
"Volibear",2055.87831940232,6.38979707572059,6.07266316542151,10.0940651428853,11241.6757649728,1.48958256281283,8657.13529107183,7005.23879971398,23123.4972261262,11528.8863821289,788.738491505782,1553.01225435806,8.6204354365461,1.20164213329388,77.588973543408,32.9868826589738
"Warwick",2040.91355773371,6.12901755185776,6.10133475166527,9.43811260542512,11957.0084086822,1.43892308081959,5157.96633994377,8851.89491679964,28047.091330446,9452.77061013601,875.208266849024,1089.4628067776,7.09072258946889,1.53648405642935,48.4378846592204,68.7906694020211
"Wukong",2028.26811302203,7.10997566125627,6.00180525781338,8.35400783352944,11977.1933721249,1.66454441417772,18276.2655502007,742.399348817717,17740.8346254896,8522.8645411905,569.241275930433,985.375203494463,8.0038200544801,1.23287825792621,125.922406150771,30.5886107574024
"Xerath",2054.61901608952,7.01251407005231,5.62219426603986,9.16500033106005,11888.1355359862,1.60113884658677,845.951267960008,25982.2774283255,8069.98781699,7554.04111765874,245.78871747335,607.710653512547,8.89180957425677,0.692842481626167,168.925776335827,6.23498642653777
"Xin Zhao",2024.27380513186,7.05014820563054,7.0160418283359,8.26601956568753,11964.1523782869,1.67019476636941,13180.0092994263,4064.03460251632,23307.2620504535,8879.65908888521,1026.10097065147,1026.8862315061,7.75030213594209,1.66304527586602,56.3403132036587,62.1633951174832
"Yasuo",1975.9465505185,7.89195542528975,7.70376266496065,7.42327377144302,12894.8011099043,1.83641557436805,16266.3254578727,5117.31684346778,13910.0988276078,8746.16281076577,634.157700147293,953.990879740526,8.2404966301162,0.721058426197313,199.162862839034,14.8525285287072
"Yorick",2036.12995560998,4.95132404714526,6.25700290831165,8.00198989744375,10940.6785550283,1.13163936935558,12771.856574315,7761.4138986683,18844.8677483545,10279.8043777744,267.770549517833,1343.05954385428,7.80636767181999,0.546762589928058,148.053268023879,8.45936017143732
"Zac",2030.57367504952,4.94051977672409,4.9378788788188,12.1052757937699,11242.7632194946,1.15503271112178,1129.05233779485,14632.3798691555,23580.4534541744,9795.27657403517,638.161634955885,1243.75469659684,8.04189424404298,1.72660704639577,61.7869275553688,51.5747554168417
"Zed",2034.08732849072,8.59730427764326,6.85368845843422,6.17874092009685,12397.2557707829,2.00999192897498,20168.9239225182,1113.93162227603,13828.0009846651,8741.02017756255,871.934317998386,949.521226795803,8.26582728006457,0.741614205004036,180.497336561743,9.45654560129136
"Ziggs",2102.75012049852,6.44419197135578,5.83701714521793,9.07085312951869,12287.5476141293,1.5029263926186,1196.91454933554,26745.1452867865,8452.22832748055,7752.70557047442,413.375335674447,610.94119672244,8.7700199683261,0.706190181092061,188.073194243614,8.06403635612477
"Zilean",2052.4995259665,2.70883809122511,5.26661750763721,13.3645844306331,10102.1092383862,0.567049404824608,1556.18466238281,11437.9643948172,9846.67049404825,8002.05540924892,191.71147161066,536.371326240388,18.3331928789634,2.04719266828189,68.1560096913515,2.10807963762773
"Zyra",2088.8253303833,4.78969084494409,7.05704718052981,11.5842851163069,10804.0094480655,1.04879507265443,1602.47646953298,20298.155594092,9269.79244154757,7899.30628475752,1754.32075584524,539.33869521019,19.2503737367697,2.37445434431621,73.5907432876876,4.00645817138073
